"ID","Basin","Season","Year","Month","Name"
"1995340S10116","SI","1996",1995,12,"FRANK"
"1996026S14143","SP","1996",1996,1,"JACOB"
"1996079S12170","SP","1996",1996,3,"BETI"
"1996098S13085","SI","1996",1996,4,"ITELLE"
"1996128N07138","WP","1996",1996,5,"BART"
"1996187N10326","NAt","1996",1996,7,"BERTHA"
"1996192N19152","WP","1996",1996,7,"EVE"
"1996203N12152","WP","1996",1996,7,"HERB"
"1996237N14339","NAt","1996",1996,8,"FRAN"
"1996246N08148","WP","1996",1996,9,"SALLY"
"1996254N13138","WP","1996",1996,9,"VIOLET"
"1996254N14258","EP","1996",1996,9,"FAUSTO"
"1996261N08184","WP","1996",1996,9,"YATES"
"1996269N09337","NAt","1996",1996,9,"ISIDORE"
"1996289N13280","NAt","1996",1996,10,"LILI"
"1996302S07095","SI","1997",1996,10,"BELLAMINE:MELANIE"
"1996307N09154","WP","1996",1996,11,"DALE"
"1997001S10176","SP","1997",1997,1,"DRENA"
"1997099N06153","WP","1997",1997,4,"ISA"
"1997125S08079","SI","1997",1997,5,"RHONDA"
"1997193N09248","EP","1997",1997,7,"ENRIQUE"
"1997238N11159","WP","1997",1997,8,"BING"
"1997246N11316","NAt","1997",1997,9,"ERIKA"
"1997252N10171","WP","1997",1997,9,"DAVID"
"1997265N10175","WP","1997",1997,9,"GINGER"
"1997302S08199","SP","1998",1997,10,"MARTIN"
"1998002S14151","SP","1998",1998,1,"KATRINA"
"1998036S13135","SI","1998",1998,2,"CINDY:VICTOR"
"1998203N11253","EP","1998",1998,7,"DARBY"
"1998222N09257","EP","1998",1998,8,"GEORGETTE"
"1998232N15312","NAt","1998",1998,8,"BONNIE"
"1998285N12149","WP","1998",1998,10,"BABS"
"1998288N11268","EP","1998",1998,10,"LESTER"
"1998310S10096","SI","1999",1998,11,"ALISON"
"1999013S13164","SP","1999",1999,1,"DANI"
"1999021S13113","SI","1999",1999,1,"BIRENDA:DAMIEN"
"1999060S10089","SI","1999",1999,3,"DAVINA"
"1999074S13118","SI","1999",1999,3,"ELAINE"
"1999135N12073","NI","1999",1999,5,"NOT_NAMED"
"1999189N12263","EP","1999",1999,7,"BEATRIZ"
"1999260N20130","WP","1999",1999,9,"BART"
"2000003S13082","SI","2000",2000,1,"BABIOLA"
"2000055S23227","SP","2000",2000,2,"KIM"
"2000125N06136","WP","2000",2000,5,"DAMREY"
"2000184N13133","WP","2000",2000,7,"KIROGI"
"2000205N10260","EP","2000",2000,7,"DANIEL"
"2000214N22155","WP","2000",2000,8,"JELAWAT"
"2000217N11342","NAt","2000",2000,8,"ALBERTO"
"2000245N14157","WP","2000",2000,9,"SAOMAI"
"2000260N15178","WP","2000",2000,9,"SHANSHAN"
"2000331N09092","NI","2000",2000,11,"NOT_NAMED"
"2001056S11163","SP","2001",2001,2,"PAULA"
"2001238N16139","WP","2001",2001,8,"WUTIP"
"2001245N13326","NAt","2001",2001,9,"ERIN"
"2001246N19156","WP","2001",2001,9,"DANAS"
"2001251N14332","NAt","2001",2001,9,"FELIX"
"2001260N14167","WP","2001",2001,9,"FRANCISCO"
"2001309N10130","WP","2001",2001,11,"LINGLING"
"2002057N06156","WP","2002",2002,2,"MITAG"
"2002081S08084","SI","2002",2002,3,"IKALA"
"2002133N03150","WP","2002",2002,5,"HAGIBIS"
"2002145N11259","EP","2002",2002,5,"ALMA"
"2002178N04155","WP","2002",2002,6,"CHATAAN"
"2002178N10139","WP","2002",2002,6,"RAMMASUN"
"2002187N11160","WP","2002",2002,7,"HALONG"
"2002222N09163","WP","2002",2002,8,"PHANFONE"
"2002237N10202","EP","2002",2002,8,"ELE"
"2002258N10300","NAt","2002",2002,9,"ISIDORE"
"2002268N15163","WP","2002",2002,9,"HIGOS"
"2002323N09155","WP","2002",2002,11,"HAISHEN"
"2002335N05166","WP","2002",2002,12,"PONGSONA"
"2003034S12117","SI","2003",2003,2,"FIONA"
"2003037S12061","SI","2003",2003,2,"GERRY"
"2003056S21042","SI","2003",2003,2,"JAPHET"
"2003098N03159","WP","2003",2003,4,"KUJIRA"
"2003138N04148","WP","2003",2003,5,"CHAN-HOM"
"2003196N05150","WP","2003",2003,7,"IMBUDO"
"2003212N09150","WP","2003",2003,8,"ETAU"
"2003269N12322","NAt","2003",2003,9,"KATE"
"2003290N15132","WP","2003",2003,10,"KETSANA"
"2003291N17147","WP","2003",2003,10,"PARMA"
"2003313S05079","SI","2004",2003,11,"BENI"
"2003340S07093","SI","2004",2003,12,"JANA"
"2004052S15172","SP","2004",2004,2,"IVY"
"2004081S12103","SI","2004",2004,3,"ITSANG:ITSENG:OSCAR"
"2004093N07154","WP","2004",2004,4,"SUDAL"
"2004134N07132","WP","2004",2004,5,"NIDA"
"2004174N14146","WP","2004",2004,6,"MINDULLE"
"2004206N20151","WP","2004",2004,7,"NAMTHEUN"
"2004209N12247","EP","2004",2004,7,"DARBY"
"2004214N30282","NAt","2004",2004,7,"ALEX"
"2004239N11171","WP","2004",2004,8,"SONGDA"
"2004258N16300","NAt","2004",2004,9,"JEANNE"
"2004263N13153","WP","2004",2004,9,"MEARI"
"2004284N07157","WP","2004",2004,10,"TOKAGE"
"2004288N09164","WP","2004",2004,10,"NOCK-TEN"
"2004333N06154","WP","2004",2004,11,"NANMADOL"
"2004357S06095","SI","2005",2004,12,"CHAMBO"
"2005017S09061","SI","2005",2005,1,"ERNEST"
"2005042S12190","SP","2005",2005,2,"NANCY"
"2005107N07151","WP","2005",2005,4,"SONCA"
"2005148N06156","WP","2005",2005,5,"NESAT"
"2005230N20144","WP","2005",2005,8,"MAWAR"
"2005237N14148","WP","2005",2005,8,"TALIM"
"2005241N15155","WP","2005",2005,8,"NABI"
"2005245N19315","NAt","2005",2005,9,"MARIA"
"2005248N08142","WP","2005",2005,9,"KHANUN"
"2005255N15246","EP","2005",2005,9,"JOVA"
"2005268N19146","WP","2005",2005,9,"LONGWANG"
"2005300N10279","NAt","2005",2005,10,"BETA"
"2006021S11053","SI","2006",2006,1,"BOLOETSE"
"2006075S14185","SP","2006",2006,3,"WATI"
"2006114N08090","NI","2006",2006,4,"MALA"
"2006128N09138","WP","2006",2006,5,"CHANCHU"
"2006192N13250","EP","2006",2006,7,"BUD"
"2006234N12258","EP","2006",2006,8,"ILEANA"
"2006254N20306","NAt","2006",2006,9,"GORDON"
"2006256N12338","NAt","2006",2006,9,"HELENE"
"2006257N16259","EP","2006",2006,9,"LANE"
"2006268N12129","WP","2006",2006,9,"XANGSANE"
"2006294S10168","SP","2007",2006,10,"XAVIER"
"2006340N08142","WP","2006",2006,12,"UTOR"
"2007050S16079","SI","2007",2007,2,"GAMEDE"
"2007066S12066","SI","2007",2007,3,"INDLALA"
"2007135N08147","WP","2007",2007,5,"YUTU"
"2007188N04148","WP","2007",2007,7,"MAN-YI"
"2007208N20155","WP","2007",2007,7,"USAGI"
"2007291N19148","WP","2007",2007,10,"KAJIKI"
"2008015S16162","SP","2008",2008,1,"FUNA"
"2008026S11064","SI","2008",2008,1,"GULA"
"2008026S12179","SP","2008",2008,1,"GENE"
"2008083S12102","SI","2008",2008,3,"PANCHO"
"2008169N08135","WP","2008",2008,6,"FENGSHEN"
"2008185N13337","NAt","2008",2008,7,"BERTHA"
"2008220N12250","EP","2008",2008,8,"HERNAN"
"2008262N16142","WP","2008",2008,9,"HAGUPIT"
"2008350S10129","SI","2009",2008,12,"BILLY"
"2009074S10129","SI","2009",2009,3,"ILSA"
"2009121N13124","WP","2009",2009,5,"KUJIRA"
"2009222N09262","EP","2009",2009,8,"GUILLERMO"
"2009228N11163","WP","2009",2009,8,"VAMCO"
"2009251N12336","NAt","2009",2009,9,"FRED"
"2009287N10154","WP","2009",2009,10,"LUPIT"
"2009289N12230","EP","2009",2009,10,"NEKI"
"2009317S10073","SI","2010",2009,11,"ANJA"
"2010040S11185","SP","2010",2010,2,"RENE"
"2010172N08272","EP","2010",2010,6,"DARBY"
"2010256N17137","WP","2010",2010,9,"FANAPI"
"2010257N16282","NAt","2010",2010,9,"KARL"
"2010263N15149","WP","2010",2010,9,"MALAKAS"
"2010293N16147","WP","2010",2010,10,"CHABA"
"2010293N17093","NI","2010",2010,10,"GIRI"
"2011021S16129","SI","2011",2011,1,"BIANCA"
"2011038S11062","SI","2011",2011,2,"BINGIZA"
"2011048S14171","SP","2011",2011,2,"ATU"
"2011192N18158","WP","2011",2011,7,"MA-ON"
"2011208N09145","WP","2011",2011,7,"MUIFA"
"2011233N15301","NAt","2011",2011,8,"IRENE"
"2011253N20145","WP","2011",2011,9,"ROKE"
"2011270N18139","WP","2011",2011,9,"NALGAE"
"2011279N10257","EP","2011",2011,10,"JOVA"
"2011295N13279","NAt","2011",2011,10,"RINA"
"2012070S17112","SI","2012",2012,3,"LUA"
"2012142N09262","EP","2012",2012,5,"BUD"
"2012186N12255","EP","2012",2012,7,"DANIEL"
"2012246N29323","NAt","2012",2012,9,"MICHAEL"
"2012266N14254","EP","2012",2012,9,"MIRIAM"
"2012279N15145","WP","2012",2012,10,"PRAPIROON"
"2012288N14248","EP","2012",2012,10,"PAUL"
"2012296N06135","WP","2012",2012,10,"SON-TINH"
"2012296N14283","NAt","2012",2012,10,"SANDY"
"2012337S06089","SI","2013",2012,12,"CLAUDIA"
"2013026S13067","SI","2013",2013,1,"FELLENG"
"2013052S13126","SI","2013",2013,2,"RUSTY"
"2013274N18152","WP","2013",2013,10,"DANAS"
"2013282N14149","WP","2013",2013,10,"WIPHA"
"2013293N13260","EP","2013",2013,10,"RAYMOND"
"2013360S12124","SI","2014",2013,12,"CHRISTINE"
"2013362S09053","SI","2014",2013,12,"BEJISA"
"2014190N08154","WP","2014",2014,7,"RAMMASUN"
"2014214N13249","EP","2014",2014,8,"JULIO"
"2014246N17254","EP","2014",2014,9,"NORBERT"
"2014254N14327","NAt","2014",2014,9,"EDOUARD"
"2014271N10160","WP","2014",2014,9,"PHANFONE"
"2014279N11096","NI","2014",2014,10,"HUDHUD"
"2014297N11062","NI","2014",2014,10,"NILOFAR"
"2014356S08101","SI","2015",2014,12,"KATE"
"2015038N08158","WP","2015",2015,2,"HIGOS"
"2015068S12151","SP","2015",2015,3,"NATHAN"
"2015094S10087","SI","2015",2015,4,"IKOLA"
"2015180N09160","WP","2015",2015,6,"CHAN-HOM"
"2015229N10331","NAt","2015",2015,8,"DANNY"
"2015248N10256","EP","2015",2015,9,"LINDA"
"2015257N14152","WP","2015",2015,9,"KROVANH"
"2015273N12130","WP","2015",2015,10,"MUJIGAE"
"2015286N13161","WP","2015",2015,10,"CHAMPI"
"2015321N04164","WP","2015",2015,11,"IN-FA"
"2015344N07145","WP","2015",2015,12,"MELOR"
"2016194N15255","EP","2016",2016,7,"DARBY"
"2016230N25160","WP","2016",2016,8,"LIONROCK"
"2016235N11341","NAt","2016",2016,8,"GASTON"
"2016256N12146","WP","2016",2016,9,"MALAKAS"
"2016266N11144","WP","2016",2016,9,"MEGI"
"2016287N13130","WP","2016",2016,10,"SARIKA"
"2016323N13279","NAt","2016",2016,11,"OTTO"
"2017082S14152","SP","2017",2017,3,"DEBBIE"
"2017097S12171","SP","2017",2017,4,"COOK"
"2017189N11250","EP","2017",2017,7,"EUGENE"
"2017200N26162","WP","2017",2017,7,"NORU"
"2017252N14147","WP","2017",2017,9,"TALIM"
"2017254N16251","EP","2017",2017,9,"OTIS"
"2017258N10337","NAt","2017",2017,9,"LEE"
"2017280N32321","NAt","2017",2017,10,"OPHELIA"
"2018010S10069","SI","2018",2018,1,"BERGUITTA"
"2018060S13057","SI","2018",2018,3,"DUMAZILE"
"2018064S16172","SP","2018",2018,3,"HOLA"
"2018079S08137","SP","2018",2018,3,"NORA"
"2018096S15172","SP","2018",2018,4,"KENI"
"2018227N11145","WP","2018",2018,8,"SOULIK"
"2018229N11160","WP","2018",2018,8,"CIMARON"
"2018309S06068","SI","2019",2018,11,"ALCIDE"
"2019057S13184","SP","2019",2019,2,"POLA"
"2019060S10078","SI","2019",2019,2,"HALEH"
"2019067S11115","SI","2019",2019,3,"SAVANNAH"
"2019074S08151","SP","2019",2019,3,"TREVOR"
"2019242N14180","WP","2019",2019,9,"FAXAI"
"2019243N06136","WP","2019",2019,9,"LINGLING"
"2019244N13253","EP","2019",2019,9,"JULIETTE"
"2019256N23286","NAt","2019",2019,9,"HUMBERTO"
"2019301N05081","NI","2019",2019,10,"MAHA"
"2019314N12172","WP","2019",2019,11,"FENGSHEN"
"2019329N09160","WP","2019",2019,11,"KAMMURI"
"2020034S17129","SI","2020",2020,2,"DAMIEN"
"2020053S12119","SI","2020",2020,2,"FERDINAND"
"2020291N32305","NAt","2020",2020,10,"EPSILON"
"2020299N18277","NAt","2020",2020,10,"ZETA"
