"ID","Basin","Season","Year","Month","Name"
"1998152N11075","NI","1998",1998,6,"NOT_NAMED"
"1998235N17131","WP","1998",1998,8,"REX"
"1998236N13326","NAt","1998",1998,8,"DANIELLE"
"1998244N22267","NAt","1998",1998,8,"EARL"
"1998258N19126","WP","1998",1998,9,"TODD"
"1998259N17118","WP","1998",1998,9,"VICKI"
"1998264N10343","NAt","1998",1998,9,"JEANNE"
"1998267N33295","NAt","1998",1998,9,"KARL"
"1998355S14187","SP","1999",1998,12,"CORA"
"1999040S15147","SP","1999",1999,2,"RONA"
"1999048S21152","SP","1999",1999,2,"FRANK"
"1999151N09132","WP","1999",1999,6,"MAGGIE"
"1999169N13264","EP","1999",1999,6,"ADRIAN"
"1999218N12241","EP","1999",1999,8,"EUGENE"
"1999236N22292","NAt","1999",1999,8,"DENNIS"
"1999275N16135","WP","1999",1999,10,"DAN"
"1999286N16278","NAt","1999",1999,10,"IRENE"
"1999288N15093","NI","1999",1999,10,"NOT_NAMED"
"1999291N10309","NAt","1999",1999,10,"JOSE"
"2000006S15164","SP","2000",2000,1,"IRIS"
"2000024S12100","SI","2000",2000,1,"KIRRILY"
"2000067S15189","SP","2000",2000,3,"HR19S(MONA):MONA"
"2000142N12262","EP","2000",2000,5,"ALETTA"
"2000185N15117","WP","2000",2000,7,"KAI-TAK"
"2000248N17117","WP","2000",2000,9,"WUKONG"
"2000249N15258","EP","2000",2000,9,"LANE"
"2000290N30289","NAt","2000",2000,10,"MICHAEL"
"2000299N08139","WP","2000",2000,10,"XANGSANE"
"2000358N08086","NI","2000",2000,12,"NOT_NAMED"
"2000364N07130","WP","2000",2000,12,"SOULIK"
"2001003S09091","SI","2001",2001,1,"BINDU"
"2001064S10052","SI","2001",2001,3,"DERA"
"2001091S11111","SI","2001",2001,4,"WALTER"
"2001206N14134","WP","2001",2001,7,"TORAJI"
"2001212N10158","WP","2001",2001,8,"MAN-YI"
"2001238N19252","EP","2001",2001,8,"FLOSSIE"
"2001247N15237","EP","2001",2001,9,"GIL"
"2001248N23125","WP","2001",2001,9,"NARI"
"2001265N25296","NAt","2001",2001,9,"HUMBERTO"
"2001276N13146","WP","2001",2001,10,"KROSA"
"2001363S10185","SP","2002",2002,1,"WAKA"
"2002096S10103","SI","2002",2002,4,"DIANNE:JERY"
"2002202N13254","EP","2002",2002,7,"DOUGLAS"
"2002234N14164","WP","2002",2002,8,"RUSA"
"2002240N16155","WP","2002",2002,8,"SINLAKU"
"2002252N29289","NAt","2002",2002,9,"GUSTAV"
"2002297N09206","EP","2002",2002,10,"HUKO"
"2002356S07070","SI","2003",2002,12,"CRYSTAL"
"2003011S09182","SP","2003",2003,1,"AMI"
"2003039S15066","SI","2003",2003,2,"HAPE"
"2003122S11065","SI","2003",2003,5,"MANOU"
"2003155S10172","SP","2003",2003,6,"GINA"
"2003158N08156","WP","2003",2003,6,"SOUDELOR"
"2003235N20253","EP","2003",2003,8,"IGNACIO"
"2003240N14230","EP","2003",2003,8,"JIMENA"
"2003240N20139","WP","2003",2003,8,"DUJUAN"
"2003262N17254","EP","2003",2003,9,"MARTY"
"2003268N28298","NAt","2003",2003,9,"JUAN"
"2003275N16252","EP","2003",2003,10,"NORA"
"2004136N15090","NI","2004",2004,5,"NOT_NAMED"
"2004156N16117","WP","2004",2004,6,"CONSON"
"2004177N12154","WP","2004",2004,6,"TINGTING"
"2004216N16166","WP","2004",2004,8,"MERANTI"
"2004219N15137","WP","2004",2004,8,"RANANIM"
"2004227N12338","NAt","2004",2004,8,"DANIELLE"
"2004231N09147","WP","2004",2004,8,"AERE"
"2004319N10134","WP","2004",2004,11,"MUIFA"
"2005003S09177","SP","2005",2005,1,"KERRY"
"2005035S14136","SP","2005",2005,2,"HARVEY"
"2005067S12120","SI","2005",2005,3,"WILLY"
"2005211N09141","WP","2005",2005,7,"MATSA"
"2005217N13327","NAt","2005",2005,8,"IRENE"
"2005232N13263","EP","2005",2005,8,"HILARY"
"2005262N13127","WP","2005",2005,9,"DAMREY"
"2005262N20155","WP","2005",2005,9,"SAOLA"
"2005271N17255","EP","2005",2005,9,"OTIS"
"2005301N13117","WP","2005",2005,10,"KAI-TAK"
"2006006S11129","SI","2006",2006,1,"CLARE"
"2006025S18147","SP","2006",2006,1,"JIM"
"2006198N08152","WP","2006",2006,7,"KAEMI"
"2006228N13247","EP","2006",2006,8,"HECTOR"
"2006282N13160","WP","2006",2006,10,"SOULIK"
"2006294N16254","EP","2006",2006,10,"PAUL"
"2006318N12256","EP","2006",2006,11,"SERGIO"
"2006322S09172","SP","2007",2006,11,"YANI"
"2007052S10093","SI","2007",2007,2,"HUMBA"
"2007090N06158","WP","2007",2007,4,"KONG-REY"
"2007324N10140","WP","2007",2007,11,"MITAG"
"2008042S16122","SI","2008",2008,2,"NICHOLAS"
"2008104N08128","WP","2008",2008,4,"NEOGURI"
"2008117N11090","NI","2008",2008,4,"NARGIS"
"2008194N11266","EP","2008",2008,7,"ELIDA"
"2008203N18276","NAt","2008",2008,7,"DOLLY"
"2008206N22133","WP","2008",2008,7,"FUNG-WONG"
"2008229N13147","WP","2008",2008,8,"NURI"
"2009190N09254","EP","2009",2009,7,"CARLOS"
"2009215N20133","WP","2009",2009,8,"MORAKOT"
"2009299N12153","WP","2009",2009,10,"MIRINAE"
"2009308N11279","NAt","2009",2009,11,"IDA"
"2010038S08194","SP","2010",2010,2,"PAT"
"2010151N14065","NI","2010",2010,5,"PHET"
"2010176N16278","NAt","2010",2010,6,"ALEX"
"2010240N15142","WP","2010",2010,8,"KOMPASU"
"2010284N14278","NAt","2010",2010,10,"PAULA"
"2010293N17277","NAt","2010",2010,10,"RICHARD"
"2010302N09306","NAt","2010",2010,10,"TOMAS"
"2011045S16119","SI","2011",2011,2,"DIANNE"
"2011266N13139","WP","2011",2011,9,"NESAT"
"2011278N12248","EP","2011",2011,10,"IRWIN"
"2011336S06098","SI","2012",2011,12,"ALENGA"
"2011361S09095","SI","2012",2011,12,"BENILDE"
"2012009S12121","SI","2012",2012,1,"HEIDI"
"2012152N12130","WP","2012",2012,6,"MAWAR"
"2012166N09269","EP","2012",2012,6,"CARLOTTA"
"2012193N12259","EP","2012",2012,7,"FABIO"
"2012201N15129","WP","2012",2012,7,"VICENTE"
"2012215N12313","NAt","2012",2012,8,"ERNESTO"
"2012229N28305","NAt","2012",2012,8,"GORDON"
"2012230N21126","WP","2012",2012,8,"TEMBIN"
"2012242N24317","NAt","2012",2012,8,"KIRK"
"2013019S12174","SP","2013",2013,1,"GARRY"
"2013041S10087","SI","2013",2013,2,"GINO"
"2013046S20042","SI","2013",2013,2,"HARUNA"
"2013093S08074","SI","2013",2013,4,"IMELDA"
"2013097S06099","SI","2013",2013,4,"VICTORIA"
"2013214N13243","EP","2013",2013,8,"HENRIETTE"
"2013272N10135","WP","2013",2013,9,"FITOW"
"2013282N14132","WP","2013",2013,10,"NARI"
"2013301N13142","WP","2013",2013,10,"KROSA"
"2014068S16169","SP","2014",2014,3,"LUSI"
"2014106S10100","SI","2014",2014,4,"JACK"
"2014180N32282","NAt","2014",2014,6,"ARTHUR"
"2014254N10142","WP","2014",2014,9,"KALMAEGI"
"2014303N11261","EP","2014",2014,10,"VANCE"
"2015030S16161","SP","2015",2015,1,"OLA"
"2015068S14113","SI","2015",2015,3,"OLWYN"
"2015092S18074","SI","2015",2015,4,"JOALANE"
"2015188N08194","EP","2015",2015,7,"HALOLA"
"2015209N07248","EP","2015",2015,7,"GUILLERMO"
"2015274N13201","EP","2015",2015,10,"OHO"
"2015309N14067","NI","2015",2015,11,"MEGH"
"2016006N02188","EP","2016",2016,1,"PALI"
"2016014S13195","SP","2016",2016,1,"VICTOR"
"2016108S17181","SP","2016",2016,4,"AMOS"
"2016188N12254","EP","2016",2016,7,"CELIA"
"2016255N12247","EP","2016",2016,9,"ORLENE"
"2016305N10147","WP","2016",2016,11,"MEARI"
"2017043S19040","SI","2017",2017,2,"DINEO"
"2017175N13264","EP","2017",2017,6,"DORA"
"2017202N08274","EP","2017",2017,7,"HILARY"
"2017206N13129","WP","2017",2017,7,"NESAT"
"2017223N16172","WP","2017",2017,8,"BANYAN"
"2017224N22293","NAt","2017",2017,8,"GERT"
"2017232N19130","WP","2017",2017,8,"HATO"
"2017239N18147","WP","2017",2017,8,"SANVU"
"2017249N22263","NAt","2017",2017,9,"KATIA"
"2017253N14130","WP","2017",2017,9,"DOKSURI"
"2017284N15134","WP","2017",2017,10,"KHANUN"
"2017333N06082","NI","2017",2017,11,"OCKHI"
"2017364S12065","SI","2018",2017,12,"AVA"
"2018004S08095","SI","2018",2018,1,"IRVING"
"2018044S10133","SI","2018",2018,2,"KELVIN"
"2018136N11054","NI","2018",2018,5,"MEKUNU:SAGAR"
"2018182N11256","EP","2018",2018,6,"FABIO"
"2018186N31292","NAt","2018",2018,7,"CHRIS"
"2018204N15137","WP","2018",2018,7,"JONGDARI"
"2018218N14255","EP","2018",2018,8,"JOHN"
"2018238N13239","EP","2018",2018,8,"MIRIAM"
"2018251N13343","NAt","2018",2018,9,"HELENE"
"2018300N25315","NAt","2018",2018,10,"OSCAR"
"2018324N05155","WP","2018",2018,11,"MAN-YI"
"2018334S08156","SP","2019",2018,11,"OWEN"
"2019112S04079","SI","2019",2019,4,"LORNA"
"2019216N16147","WP","2019",2019,8,"KROSA"
"2019260N13317","NAt","2019",2019,9,"JERRY"
"2019268N10155","WP","2019",2019,9,"MITAG"
"2019288N16136","WP","2019",2019,10,"NEOGURI"
"2019354N05151","WP","2019",2019,12,"PHANFONE"
"2020005S09134","SI","2020",2020,1,"CLAUDIA"
"2020221N13262","EP","2020",2020,8,"ELIDA"
"2020251N17319","NAt","2020",2020,9,"PAULETTE"
"2020256N25281","NAt","2020",2020,9,"SALLY"
